SrcIP;DstIP;SrcPort;DstPort;SNI;OrgName;JA3hash;JA4hash;AppName;Type;JA3Shash;JA4Shash;Filename;Version
131.202.240.87;74.125.226.184;9144;443;ssl.gstatic.com;Google LLC, GOOGLE;f7e2ba5b1c5bad431e35b53e0cfc344f;t12d230900_d3642cc0373c_3f182aacf7dd;gmail;A;4cc50ba5d592603b2a117a232874da0a;t120200_c02b_8102b28bc821;tests/iscx-vpn-novpn-2016/gmailchat3-extracted.csv;0
131.202.240.87;74.125.226.183;9161;443;ssl.gstatic.com;Google LLC, GOOGLE;ce694315cbb81ce95e6ae4ae8cbafde6;t12d230800_d3642cc0373c_50e68031a889;gmail;A;6806b8fe92d7d465715d771eb102ff04;t120500_c02b_5d2de4d306ea;tests/iscx-vpn-novpn-2016/gmailchat3-extracted.csv;0
131.202.240.87;74.125.226.183;65085;443;ssl.gstatic.com;Google LLC, GOOGLE;986d7b8e0e7a7b5eebf84b898f99aad7;t12d2112h1_f51103c65f73_376797587902;hangout;A;06d4992ac92521e6b1a490abcae59100;t1203h4_cc14_180400b49650;tests/iscx-vpn-novpn-2016/hangouts_chat_4a-extracted.csv;0
131.202.240.87;74.125.226.181;9148;443;mail.google.com;Google LLC, GOOGLE;f7e2ba5b1c5bad431e35b53e0cfc344f;t12d230900_d3642cc0373c_3f182aacf7dd;gmail;A;4cc50ba5d592603b2a117a232874da0a;t120200_c02b_8102b28bc821;tests/iscx-vpn-novpn-2016/gmailchat3-extracted.csv;0
131.202.240.87;74.125.226.181;9146;443;mail.google.com;Google LLC, GOOGLE;8a30f0d6949c90f49319a38d9903eaac;t12d230800_d3642cc0373c_61504b45406b;gmail;A;5cbdf35d43faf9cfc331165209343f05;t120100_c02b_bc98f8e001b5;tests/iscx-vpn-novpn-2016/gmailchat3-extracted.csv;0
131.202.240.87;74.125.226.175;9159;443;ssl.gstatic.com;Google LLC, GOOGLE;454b0a63062656a142de7db6177ca3fb;t12d2111h1_f51103c65f73_c905abbc9856;gmail;A;2cde83d6dca04c36517c3bb40d7cb3ed;t1206h4_cc14_53258dfa7744;tests/iscx-vpn-novpn-2016/gmailchat3-extracted.csv;0
131.202.240.87;74.125.226.174;64878;443;clients2.google.com;Google LLC, GOOGLE;6c2e149576b48b0afc75a20c904db07e;t12d2110h1_f51103c65f73_b0efb93b7816;facebook;A;f8b5bd618b058a2a66449d4c3bd338a0;t1205h4_cc14_bec8bdbaef8a;tests/iscx-vpn-novpn-2016/facebook_chat_4a-extracted.csv;0
131.202.240.87;74.125.226.174;19466;443;clients4.google.com;Google LLC, GOOGLE;ce694315cbb81ce95e6ae4ae8cbafde6;t12d230800_d3642cc0373c_50e68031a889;gmail;A;6806b8fe92d7d465715d771eb102ff04;t120500_c02b_5d2de4d306ea;tests/iscx-vpn-novpn-2016/gmailchat2-extracted.csv;0
131.202.240.87;74.125.226.172;19476;443;lh4.googleusercontent.com;Google LLC, GOOGLE;f7e2ba5b1c5bad431e35b53e0cfc344f;t12d230900_d3642cc0373c_3f182aacf7dd;gmail;0;4cc50ba5d592603b2a117a232874da0a;t120200_c02b_8102b28bc821;tests/iscx-vpn-novpn-2016/gmailchat2-extracted.csv;0
131.202.240.87;74.125.226.172;19460;443;lh4.googleusercontent.com;Google LLC, GOOGLE;ce694315cbb81ce95e6ae4ae8cbafde6;t12d230800_d3642cc0373c_50e68031a889;gmail;0;6806b8fe92d7d465715d771eb102ff04;t120500_c02b_5d2de4d306ea;tests/iscx-vpn-novpn-2016/gmailchat2-extracted.csv;0
131.202.240.87;74.125.226.168;16927;443;accounts.youtube.com;Google LLC, GOOGLE;f02d328c8f92c34a27f6589d8e8d7655;t12d2110h1_f51103c65f73_b0efb93b7816;voipbuster;0;f8b5bd618b058a2a66449d4c3bd338a0;t1205h4_cc14_bec8bdbaef8a;tests/iscx-vpn-novpn-2016/voipbuster1b-extracted.csv;0
131.202.240.87;74.125.226.167;64885;443;clients4.google.com;Google LLC, GOOGLE;1dc8ebdc3ea364eb6b7e588b901a059c;t12d2111h1_f51103c65f73_5a9823495375;facebook;A;37a7d9e50866bded8cc7d00d43d28c8f;t1202h4_cc14_bc98f8e001b5;tests/iscx-vpn-novpn-2016/facebook_chat_4a-extracted.csv;0
131.202.240.87;74.125.226.164;9165;443;clients4.google.com;Google LLC, GOOGLE;ce694315cbb81ce95e6ae4ae8cbafde6;t12d230800_d3642cc0373c_50e68031a889;gmail;A;6806b8fe92d7d465715d771eb102ff04;t120500_c02b_5d2de4d306ea;tests/iscx-vpn-novpn-2016/gmailchat3-extracted.csv;0
131.202.240.87;74.125.226.164;9163;443;clients4.google.com;Google LLC, GOOGLE;4608277f3745f812c2d423f6ab5ddba0;t12d230700_d3642cc0373c_b49e40c19e17;gmail;A;02c6fa58c2d021dc9448b91569b5abcf;t120400_c02b_bec8bdbaef8a;tests/iscx-vpn-novpn-2016/gmailchat3-extracted.csv;0
131.202.240.87;74.125.226.164;9152;443;safebrowsing-cache.google.com;Google LLC, GOOGLE;5a489a505f33a7dcb268b7354373e8d6;t12d2112h1_f51103c65f73_376797587902;gmail;0;06d4992ac92521e6b1a490abcae59100;t1203h4_cc14_180400b49650;tests/iscx-vpn-novpn-2016/gmailchat3-extracted.csv;0
131.202.240.87;74.125.226.164;23390;443;play.google.com;Google LLC, GOOGLE;f02d328c8f92c34a27f6589d8e8d7655;t12d2110h1_f51103c65f73_b0efb93b7816;gmail;A;f8b5bd618b058a2a66449d4c3bd338a0;t1205h4_cc14_bec8bdbaef8a;tests/iscx-vpn-novpn-2016/gmailchat1-extracted.csv;0
131.202.240.87;74.125.226.164;23383;443;clients6.google.com;Google LLC, GOOGLE;f7e2ba5b1c5bad431e35b53e0cfc344f;t12d230900_d3642cc0373c_3f182aacf7dd;gmail;A;4cc50ba5d592603b2a117a232874da0a;t120200_c02b_8102b28bc821;tests/iscx-vpn-novpn-2016/gmailchat1-extracted.csv;0
131.202.240.87;74.125.226.164;23381;443;clients6.google.com;Google LLC, GOOGLE;8a30f0d6949c90f49319a38d9903eaac;t12d230800_d3642cc0373c_61504b45406b;gmail;A;5cbdf35d43faf9cfc331165209343f05;t120100_c02b_bc98f8e001b5;tests/iscx-vpn-novpn-2016/gmailchat1-extracted.csv;0
131.202.240.87;74.125.226.164;19452;443;clients6.google.com;Google LLC, GOOGLE;ce694315cbb81ce95e6ae4ae8cbafde6;t12d230800_d3642cc0373c_50e68031a889;gmail;A;6806b8fe92d7d465715d771eb102ff04;t120500_c02b_5d2de4d306ea;tests/iscx-vpn-novpn-2016/gmailchat2-extracted.csv;0
131.202.240.87;74.125.226.163;9154;443;plus.google.com;Google LLC, GOOGLE;5a489a505f33a7dcb268b7354373e8d6;t12d2112h1_f51103c65f73_376797587902;gmail;0;06d4992ac92521e6b1a490abcae59100;t1203h4_cc14_180400b49650;tests/iscx-vpn-novpn-2016/gmailchat3-extracted.csv;0
131.202.240.87;74.125.226.163;19480;443;clients6.google.com;Google LLC, GOOGLE;ce694315cbb81ce95e6ae4ae8cbafde6;t12d230800_d3642cc0373c_50e68031a889;gmail;A;6806b8fe92d7d465715d771eb102ff04;t120500_c02b_5d2de4d306ea;tests/iscx-vpn-novpn-2016/gmailchat2-extracted.csv;0
131.202.240.87;74.125.226.163;19478;443;clients6.google.com;Google LLC, GOOGLE;4608277f3745f812c2d423f6ab5ddba0;t12d230700_d3642cc0373c_b49e40c19e17;gmail;A;02c6fa58c2d021dc9448b91569b5abcf;t120400_c02b_bec8bdbaef8a;tests/iscx-vpn-novpn-2016/gmailchat2-extracted.csv;0
131.202.240.87;74.125.226.163;19464;443;clients4.google.com;Google LLC, GOOGLE;4608277f3745f812c2d423f6ab5ddba0;t12d230700_d3642cc0373c_b49e40c19e17;gmail;A;02c6fa58c2d021dc9448b91569b5abcf;t120400_c02b_bec8bdbaef8a;tests/iscx-vpn-novpn-2016/gmailchat2-extracted.csv;0
131.202.240.87;74.125.226.163;16932;443;clients4.google.com;Google LLC, GOOGLE;f02d328c8f92c34a27f6589d8e8d7655;t12d2110h1_f51103c65f73_b0efb93b7816;voipbuster;A;f8b5bd618b058a2a66449d4c3bd338a0;t1205h4_cc14_bec8bdbaef8a;tests/iscx-vpn-novpn-2016/voipbuster1b-extracted.csv;0
131.202.240.87;74.125.226.162;9142;443;clients4.google.com;Google LLC, GOOGLE;ce694315cbb81ce95e6ae4ae8cbafde6;t12d230800_d3642cc0373c_50e68031a889;gmail;A;6806b8fe92d7d465715d771eb102ff04;t120500_c02b_5d2de4d306ea;tests/iscx-vpn-novpn-2016/gmailchat3-extracted.csv;0
131.202.240.87;74.125.226.162;9140;443;clients4.google.com;Google LLC, GOOGLE;4608277f3745f812c2d423f6ab5ddba0;t12d230700_d3642cc0373c_b49e40c19e17;gmail;A;02c6fa58c2d021dc9448b91569b5abcf;t120400_c02b_bec8bdbaef8a;tests/iscx-vpn-novpn-2016/gmailchat3-extracted.csv;0
131.202.240.87;74.125.226.162;65081;443;plus.google.com;Google LLC, GOOGLE;f046ecfffffbf2daa1895d38f56d2233;t12d2111h1_f51103c65f73_c905abbc9856;hangout;0;2cde83d6dca04c36517c3bb40d7cb3ed;t1206h4_cc14_53258dfa7744;tests/iscx-vpn-novpn-2016/hangouts_chat_4a-extracted.csv;0
131.202.240.87;74.125.226.162;65080;443;plus.google.com;Google LLC, GOOGLE;f046ecfffffbf2daa1895d38f56d2233;t12d2111h1_f51103c65f73_c905abbc9856;hangout;0;2cde83d6dca04c36517c3bb40d7cb3ed;t1206h4_cc14_53258dfa7744;tests/iscx-vpn-novpn-2016/hangouts_chat_4a-extracted.csv;0
131.202.240.87;74.125.226.162;23385;443;clients4.google.com;Google LLC, GOOGLE;4608277f3745f812c2d423f6ab5ddba0;t12d230700_d3642cc0373c_b49e40c19e17;gmail;A;02c6fa58c2d021dc9448b91569b5abcf;t120400_c02b_bec8bdbaef8a;tests/iscx-vpn-novpn-2016/gmailchat1-extracted.csv;0
131.202.240.87;74.125.226.161;9156;443;play.google.com;Google LLC, GOOGLE;f02d328c8f92c34a27f6589d8e8d7655;t12d2110h1_f51103c65f73_b0efb93b7816;gmail;A;f8b5bd618b058a2a66449d4c3bd338a0;t1205h4_cc14_bec8bdbaef8a;tests/iscx-vpn-novpn-2016/gmailchat3-extracted.csv;0
131.202.240.87;74.125.226.161;23387;443;clients4.google.com;Google LLC, GOOGLE;ce694315cbb81ce95e6ae4ae8cbafde6;t12d230800_d3642cc0373c_50e68031a889;gmail;A;6806b8fe92d7d465715d771eb102ff04;t120500_c02b_5d2de4d306ea;tests/iscx-vpn-novpn-2016/gmailchat1-extracted.csv;0
131.202.240.87;74.125.226.160;19454;443;play.google.com;Google LLC, GOOGLE;47cfb3a3da460775e410835b7c53e9a5;t12d2111h1_f51103c65f73_5a9823495375;gmail;A;37a7d9e50866bded8cc7d00d43d28c8f;t1202h4_cc14_bc98f8e001b5;tests/iscx-vpn-novpn-2016/gmailchat2-extracted.csv;0
131.202.240.87;74.125.202.16;10798;993;imap.googlemail.com;Google LLC, GOOGLE;8a30f0d6949c90f49319a38d9903eaac;t12d230800_d3642cc0373c_61504b45406b;email;0;fbe78c619e7ea20046131294ad087f05;t120100_c02f_bc98f8e001b5;tests/iscx-vpn-novpn-2016/email1b-extracted.csv;0
131.202.240.87;74.125.202.16;10794;993;imap.googlemail.com;Google LLC, GOOGLE;8a30f0d6949c90f49319a38d9903eaac;t12d230800_d3642cc0373c_61504b45406b;email;0;fbe78c619e7ea20046131294ad087f05;t120100_c02f_bc98f8e001b5;tests/iscx-vpn-novpn-2016/email1b-extracted.csv;0
131.202.240.87;74.125.202.16;10773;993;imap.googlemail.com;Google LLC, GOOGLE;4608277f3745f812c2d423f6ab5ddba0;t12d230700_d3642cc0373c_b49e40c19e17;email;0;389ed42c02ebecc32e73aa31def07e14;t120400_c02f_bec8bdbaef8a;tests/iscx-vpn-novpn-2016/email1b-extracted.csv;0
131.202.240.87;74.125.198.94;2621;443;csi.gstatic.com;Google LLC, GOOGLE;5a489a505f33a7dcb268b7354373e8d6;t12d2112h1_f51103c65f73_376797587902;hangout;A;06d4992ac92521e6b1a490abcae59100;t1203h4_cc14_180400b49650;tests/iscx-vpn-novpn-2016/hangouts_audio1b-extracted.csv;0
131.202.240.87;74.125.136.120;2694;443;csi.gstatic.com;Google LLC, GOOGLE;5a489a505f33a7dcb268b7354373e8d6;t12d2112h1_f51103c65f73_376797587902;hangout;A;06d4992ac92521e6b1a490abcae59100;t1203h4_cc14_180400b49650;tests/iscx-vpn-novpn-2016/hangouts_audio2b-extracted.csv;0
131.202.240.87;74.125.136.120;2693;443;csi.gstatic.com;Google LLC, GOOGLE;5a489a505f33a7dcb268b7354373e8d6;t12d2112h1_f51103c65f73_376797587902;hangout;A;06d4992ac92521e6b1a490abcae59100;t1203h4_cc14_180400b49650;tests/iscx-vpn-novpn-2016/hangouts_audio2b-extracted.csv;0
131.202.240.87;74.125.136.120;2688;443;csi.gstatic.com;Google LLC, GOOGLE;5a489a505f33a7dcb268b7354373e8d6;t12d2112h1_f51103c65f73_376797587902;hangout;A;06d4992ac92521e6b1a490abcae59100;t1203h4_cc14_180400b49650;tests/iscx-vpn-novpn-2016/hangouts_audio2b-extracted.csv;0
131.202.240.87;68.67.176.52;11517;443;secure.adnxs.com;Xandr Inc., APPNE-NET1;feb5fef784808df9ee29e72563146ff5;t12d260700_e99a3d2b2b8b_c66d2ff098b4;skype;A;7c02dbae662670040c7af9bd15fb7e2f;t120200_009d_2412b79bd618;tests/iscx-vpn-novpn-2016/skype_chat1b-extracted.csv;0
131.202.240.87;68.67.176.42;11439;443;secure.adnxs.com;Xandr Inc., APPNE-NET1;feb5fef784808df9ee29e72563146ff5;t12d260700_e99a3d2b2b8b_c66d2ff098b4;skype;A;7c02dbae662670040c7af9bd15fb7e2f;t120200_009d_2412b79bd618;tests/iscx-vpn-novpn-2016/skype_chat1b-extracted.csv;0
131.202.240.87;68.67.176.41;11400;443;secure.adnxs.com;Xandr Inc., APPNE-NET1;feb5fef784808df9ee29e72563146ff5;t12d260700_e99a3d2b2b8b_c66d2ff098b4;skype;A;7c02dbae662670040c7af9bd15fb7e2f;t120200_009d_2412b79bd618;tests/iscx-vpn-novpn-2016/skype_chat1b-extracted.csv;0
131.202.240.87;68.67.176.145;11345;443;secure.adnxs.com;Xandr Inc., APPNE-NET1;feb5fef784808df9ee29e72563146ff5;t12d260700_e99a3d2b2b8b_c66d2ff098b4;skype;A;7c02dbae662670040c7af9bd15fb7e2f;t120200_009d_2412b79bd618;tests/iscx-vpn-novpn-2016/skype_chat1b-extracted.csv;0
131.202.240.87;68.67.153.146;11327;443;ib.adnxs.com;Xandr Inc., APPNE-NET1;feb5fef784808df9ee29e72563146ff5;t12d260700_e99a3d2b2b8b_c66d2ff098b4;skype;A;7c02dbae662670040c7af9bd15fb7e2f;t120200_009d_2412b79bd618;tests/iscx-vpn-novpn-2016/skype_chat1b-extracted.csv;0
131.202.240.87;68.67.152.96;11511;443;ib.adnxs.com;Xandr Inc., APPNE-NET1;feb5fef784808df9ee29e72563146ff5;t12d260700_e99a3d2b2b8b_c66d2ff098b4;skype;A;7c02dbae662670040c7af9bd15fb7e2f;t120200_009d_2412b79bd618;tests/iscx-vpn-novpn-2016/skype_chat1b-extracted.csv;0
131.202.240.87;65.55.50.157;2496;443;fe2.update.microsoft.com;Microsoft Corporation, MICROSOFT-1BLK;9ebde3c14286077a87a6fea2f2b7a93e;t12d240700_9295eb73ea51_c66d2ff098b4;facebook;0;80b3a14bccc8598a1f3bbe83e71f735f;t120100_003c_bc98f8e001b5;tests/iscx-vpn-novpn-2016/facebook_audio1b-extracted.csv;0
131.202.240.87;65.55.252.43;2676;443;watson.telemetry.microsoft.com;Microsoft Corporation, MICROSOFT-1BLK;9ebde3c14286077a87a6fea2f2b7a93e;t12d240700_9295eb73ea51_c66d2ff098b4;hangout;A;a70303593a393dfd863b76d9da6c3ace;t120100_c028_bc98f8e001b5;tests/iscx-vpn-novpn-2016/hangouts_video2b-extracted.csv;0
131.202.240.87;65.55.2.6;11479;443;rad.msn.com;Microsoft Corporation, MICROSOFT-1BLK;feb5fef784808df9ee29e72563146ff5;t12d260700_e99a3d2b2b8b_c66d2ff098b4;skype;0;a70303593a393dfd863b76d9da6c3ace;t120100_c028_bc98f8e001b5;tests/iscx-vpn-novpn-2016/skype_chat1b-extracted.csv;0
131.202.240.87;65.55.2.6;11417;443;rad.msn.com;Microsoft Corporation, MICROSOFT-1BLK;feb5fef784808df9ee29e72563146ff5;t12d260700_e99a3d2b2b8b_c66d2ff098b4;skype;0;a70303593a393dfd863b76d9da6c3ace;t120100_c028_bc98f8e001b5;tests/iscx-vpn-novpn-2016/skype_chat1b-extracted.csv;0
131.202.240.87;65.55.2.6;11378;443;rad.msn.com;Microsoft Corporation, MICROSOFT-1BLK;feb5fef784808df9ee29e72563146ff5;t12d260700_e99a3d2b2b8b_c66d2ff098b4;skype;0;a70303593a393dfd863b76d9da6c3ace;t120100_c028_bc98f8e001b5;tests/iscx-vpn-novpn-2016/skype_chat1b-extracted.csv;0
131.202.240.87;65.55.2.6;11277;443;rad.msn.com;Microsoft Corporation, MICROSOFT-1BLK;feb5fef784808df9ee29e72563146ff5;t12d260700_e99a3d2b2b8b_c66d2ff098b4;skype;0;a70303593a393dfd863b76d9da6c3ace;t120100_c028_bc98f8e001b5;tests/iscx-vpn-novpn-2016/skype_chat1b-extracted.csv;0
131.202.240.87;65.55.163.222;64591;443;fe2.update.microsoft.com;Microsoft Corporation, MICROSOFT-1BLK;9ebde3c14286077a87a6fea2f2b7a93e;t12d240700_9295eb73ea51_c66d2ff098b4;icq;0;80b3a14bccc8598a1f3bbe83e71f735f;t120100_003c_bc98f8e001b5;tests/iscx-vpn-novpn-2016/icq_chat_3a-extracted.csv;0
131.202.240.87;65.55.163.222;42337;443;fe2.update.microsoft.com;Microsoft Corporation, MICROSOFT-1BLK;9ebde3c14286077a87a6fea2f2b7a93e;t12d240700_9295eb73ea51_c66d2ff098b4;voipbuster;0;80b3a14bccc8598a1f3bbe83e71f735f;t120100_003c_bc98f8e001b5;tests/iscx-vpn-novpn-2016/voipbuster_4a-extracted.csv;0
131.202.240.87;65.52.108.161;11441;443;settings-win.data.microsoft.com;Microsoft Corporation, MICROSOFT-1BLK;9ebde3c14286077a87a6fea2f2b7a93e;t12d240700_9295eb73ea51_c66d2ff098b4;skype;A;d6c77c7e942e040835c088c214ae9115;t120200_c028_bc98f8e001b5;tests/iscx-vpn-novpn-2016/skype_chat1b-extracted.csv;0
131.202.240.87;65.52.108.161;10814;443;settings-win.data.microsoft.com;Microsoft Corporation, MICROSOFT-1BLK;9ebde3c14286077a87a6fea2f2b7a93e;t12d240700_9295eb73ea51_c66d2ff098b4;email;A;d6c77c7e942e040835c088c214ae9115;t120200_c028_bc98f8e001b5;tests/iscx-vpn-novpn-2016/email1b-extracted.csv;0
131.202.240.87;64.233.171.95;16935;443;translate.googleapis.com;Google LLC, GOOGLE;f02d328c8f92c34a27f6589d8e8d7655;t12d2110h1_f51103c65f73_b0efb93b7816;voipbuster;A;b58a3f1485ae90321360f6f365b6b3d1;t1205h4_cc13_bec8bdbaef8a;tests/iscx-vpn-novpn-2016/voipbuster1b-extracted.csv;0
131.202.240.87;64.233.171.95;16933;443;www.googleapis.com;Google LLC, GOOGLE;f02d328c8f92c34a27f6589d8e8d7655;t12d2110h1_f51103c65f73_b0efb93b7816;voipbuster;A;b58a3f1485ae90321360f6f365b6b3d1;t1205h4_cc13_bec8bdbaef8a;tests/iscx-vpn-novpn-2016/voipbuster1b-extracted.csv;0
131.202.240.87;64.233.171.95;16928;443;www.googleapis.com;Google LLC, GOOGLE;f02d328c8f92c34a27f6589d8e8d7655;t12d2110h1_f51103c65f73_b0efb93b7816;voipbuster;A;b58a3f1485ae90321360f6f365b6b3d1;t1205h4_cc13_bec8bdbaef8a;tests/iscx-vpn-novpn-2016/voipbuster1b-extracted.csv;0
131.202.240.87;31.13.73.1;11449;443;graph.facebook.com;Meta Platforms Ireland Limited, IE-FACEBOOK-20110418 (IE);feb5fef784808df9ee29e72563146ff5;t12d260700_e99a3d2b2b8b_c66d2ff098b4;skype;A;5cbdf35d43faf9cfc331165209343f05;t120100_c02b_bc98f8e001b5;tests/iscx-vpn-novpn-2016/skype_chat1b-extracted.csv;0
131.202.240.87;31.13.73.1;11365;443;graph.facebook.com;Meta Platforms Ireland Limited, IE-FACEBOOK-20110418 (IE);feb5fef784808df9ee29e72563146ff5;t12d260700_e99a3d2b2b8b_c66d2ff098b4;skype;A;5cbdf35d43faf9cfc331165209343f05;t120100_c02b_bc98f8e001b5;tests/iscx-vpn-novpn-2016/skype_chat1b-extracted.csv;0
131.202.240.87;23.195.220.231;2660;443;javadl-esd-secure.oracle.com;Akamai Technologies, Inc., AKAMAI;9ebde3c14286077a87a6fea2f2b7a93e;t12d240700_9295eb73ea51_c66d2ff098b4;hangout;0;1a1694e1fbb28471f66676e1623a7e2b;t120300_0035_2412b79bd618;tests/iscx-vpn-novpn-2016/hangouts_video2b-extracted.csv;0
131.202.240.87;23.195.193.145;4519;443;fpdownload.macromedia.com;;9ebde3c14286077a87a6fea2f2b7a93e;t12d240700_9295eb73ea51_c66d2ff098b4;ftps;0;acfde85b797b9ef29ae7214676030b95;t120200_009d_e78b541c01a9;tests/iscx-vpn-novpn-2016/ftps_down_1a-extracted.csv;0
131.202.240.87;216.58.221.3;2647;443;csi.gstatic.com;Google LLC, GOOGLE;5a489a505f33a7dcb268b7354373e8d6;t12d2112h1_f51103c65f73_376797587902;hangout;A;06d4992ac92521e6b1a490abcae59100;t1203h4_cc14_180400b49650;tests/iscx-vpn-novpn-2016/hangouts_video2b-extracted.csv;0
131.202.240.87;216.58.221.3;2646;443;csi.gstatic.com;Google LLC, GOOGLE;5a489a505f33a7dcb268b7354373e8d6;t12d2112h1_f51103c65f73_376797587902;hangout;A;06d4992ac92521e6b1a490abcae59100;t1203h4_cc14_180400b49650;tests/iscx-vpn-novpn-2016/hangouts_video2b-extracted.csv;0
